customer_id,first_name,last_name,email,age,gender,country,join_date,total_purchases,total_spent,loyalty_tier,email_subscribed,last_purchase_date,customer_lifetime_value
CUST-00380,John,Miller,user379@example.com,50,F,UK,2022-02-27 21:29:17.844345,64,38497.33,Gold,True,2025-12-13 21:29:17.857878,75024.79
CUST-00381,Eve,Miller,user380@example.com,64,M,Germany,2021-03-23 21:29:17.844349,16,23601.34,Bronze,True,2025-07-18 21:29:17.857882,80905.11
CUST-00382,Bob,Brown,user381@example.com,34,F,USA,2022-03-10 21:29:17.844353,52,46983.81,Platinum,True,2025-12-26 21:29:17.857886,36560.46
CUST-00383,Alice,Jones,user382@example.com,64,F,France,2022-11-14 21:29:17.844358,63,41966.96,Bronze,True,2025-09-08 21:29:17.857890,92528.8
CUST-00384,Bob,Jones,user383@example.com,65,M,France,2024-12-19 21:29:17.844362,74,10110.18,Bronze,True,2025-11-11 21:29:17.857894,97082.21
CUST-00385,Eve,Johnson,user384@example.com,47,F,France,2024-09-09 21:29:17.844366,98,39919.6,Gold,True,2025-09-01 21:29:17.857898,81735.46
CUST-00386,Diana,Smith,user385@example.com,23,M,Canada,2022-01-13 21:29:17.844370,86,5796.42,Silver,False,2025-09-23 21:29:17.857902,79558.93
CUST-00387,Eve,Jones,user386@example.com,54,F,Australia,2022-10-23 21:29:17.844374,51,23878.34,Bronze,False,2025-07-28 21:29:17.857906,79254.04
CUST-00388,Bob,Garcia,user387@example.com,67,F,USA,2022-01-19 21:29:17.844378,48,18105.02,Bronze,True,2025-10-13 21:29:17.857910,22355.68
CUST-00389,Charlie,Johnson,user388@example.com,62,Other,UK,2025-12-03 21:29:17.844383,2,41896.46,Gold,False,2025-12-30 21:29:17.857914,44474.77
CUST-00390,Eve,Williams,user389@example.com,37,F,France,2022-03-29 21:29:17.844387,93,33400.91,Silver,False,2025-07-22 21:29:17.857918,12351.18
CUST-00391,Frank,Brown,user390@example.com,41,M,Germany,2022-04-23 21:29:17.844391,34,32707.38,Platinum,True,2026-01-04 21:29:17.857922,47284.38
CUST-00392,Jane,Williams,user391@example.com,69,M,UK,2024-05-14 21:29:17.844395,57,31367.66,Silver,True,2025-10-07 21:29:17.857926,45758.77
CUST-00393,John,Williams,user392@example.com,25,Other,Germany,2024-12-09 21:29:17.844399,15,39105.67,Bronze,False,2025-12-19 21:29:17.857931,5212.5
CUST-00394,Alice,Miller,user393@example.com,33,M,France,2024-10-07 21:29:17.844403,71,2774.82,Silver,True,2026-01-07 21:29:17.857934,66725.15
CUST-00395,Jane,Garcia,user394@example.com,65,F,Canada,2022-11-28 21:29:17.844408,80,38856.07,Silver,True,2025-07-25 21:29:17.857939,9993.52
CUST-00396,Bob,Smith,user395@example.com,72,F,Germany,2022-10-21 21:29:17.844412,76,46824.78,Bronze,True,2025-12-05 21:29:17.857943,60712.02
CUST-00397,Alice,Miller,user396@example.com,40,Other,UK,2022-07-22 21:29:17.844416,67,40764.26,Silver,True,2025-07-29 21:29:17.857947,40227.54
CUST-00398,Bob,Jones,user397@example.com,24,F,USA,2025-08-26 21:29:17.844420,79,39199.83,Bronze,True,2025-11-23 21:29:17.857951,78365.69
CUST-00399,Bob,Garcia,user398@example.com,40,M,Australia,2021-02-10 21:29:17.844424,24,38663.58,Silver,False,2025-12-22 21:29:17.857955,96232.61
CUST-00400,Eve,Brown,user399@example.com,46,M,USA,2024-11-21 21:29:17.844428,39,7211.44,Platinum,True,2025-08-22 21:29:17.857959,46527.47
CUST-00401,Charlie,Johnson,user400@example.com,46,M,France,2025-12-07 21:29:17.844432,14,31362.9,Gold,True,2025-08-12 21:29:17.857963,43704.2
CUST-00402,Frank,Jones,user401@example.com,29,M,UK,2021-11-16 21:29:17.844437,80,28909.39,Gold,True,2025-12-05 21:29:17.857968,18753.67
CUST-00403,Eve,Jones,user402@example.com,69,F,Australia,2022-12-27 21:29:17.844441,15,18818.62,Platinum,True,2025-09-24 21:29:17.857972,6776.94
CUST-00404,Frank,Williams,user403@example.com,50,F,USA,2025-06-15 21:29:17.844445,3,6401.34,Silver,True,2025-11-13 21:29:17.857976,32564.95
CUST-00405,John,Brown,user404@example.com,38,Other,USA,2022-03-05 21:29:17.844450,84,26897.23,Bronze,True,2025-10-19 21:29:17.857980,47061.86
CUST-00406,Alice,Johnson,user405@example.com,74,Other,Canada,2022-02-11 21:29:17.844454,54,49004.39,Platinum,True,2025-08-21 21:29:17.857984,77722.92
CUST-00407,John,Garcia,user406@example.com,52,Other,UK,2023-03-18 21:29:17.844458,28,31047.94,Silver,True,2025-08-07 21:29:17.857988,1859.12
CUST-00408,John,Williams,user407@example.com,25,F,Canada,2025-05-19 21:29:17.844462,17,14498.92,Bronze,True,2025-11-10 21:29:17.857992,61366.71
CUST-00409,Charlie,Miller,user408@example.com,51,F,UK,2023-11-28 21:29:17.844466,1,14273.38,Bronze,True,2025-08-03 21:29:17.857996,41407.71
CUST-00410,Bob,Johnson,user409@example.com,56,M,UK,2025-01-22 21:29:17.844470,32,7120.92,Silver,False,2025-12-03 21:29:17.858000,17501.74
CUST-00411,Eve,Smith,user410@example.com,46,M,UK,2021-06-27 21:29:17.844474,33,41184.14,Bronze,False,2025-09-28 21:29:17.858004,52562.55
CUST-00412,Jane,Jones,user411@example.com,45,M,Germany,2025-08-13 21:29:17.844479,81,1439.76,Bronze,True,2025-07-21 21:29:17.858008,88655.13
CUST-00413,John,Miller,user412@example.com,74,Other,USA,2021-07-27 21:29:17.844483,33,20139.41,Bronze,True,2025-10-29 21:29:17.858012,16403.28
CUST-00414,Alice,Miller,user413@example.com,67,Other,Australia,2024-01-27 21:29:17.844487,69,20838.56,Bronze,False,2025-08-13 21:29:17.858016,86686.73
CUST-00415,Bob,Jones,user414@example.com,40,M,UK,2025-03-06 21:29:17.844491,12,11624.3,Silver,True,2025-09-03 21:29:17.858020,12430.98
CUST-00416,Alice,Johnson,user415@example.com,53,Other,France,2022-06-22 21:29:17.844495,19,30898.21,Bronze,False,2025-12-04 21:29:17.858024,92148.61
CUST-00417,Diana,Williams,user416@example.com,70,M,Australia,2022-01-20 21:29:17.844499,98,14641.36,Silver,True,2025-07-31 21:29:17.858028,96008.73
CUST-00418,John,Williams,user417@example.com,20,Other,Germany,2025-12-03 21:29:17.844503,62,49753.06,Bronze,True,2025-07-28 21:29:17.858032,68182.17
CUST-00419,Bob,Miller,user418@example.com,29,M,USA,2022-10-07 21:29:17.844508,92,46444.68,Platinum,True,2025-11-22 21:29:17.858036,8013.21
CUST-00420,Jane,Jones,user419@example.com,42,Other,UK,2021-03-20 21:29:17.844512,30,17848.42,Bronze,True,2025-07-21 21:29:17.858040,46285.26
CUST-00421,Bob,Jones,user420@example.com,64,Other,USA,2021-02-19 21:29:17.844516,51,14013.54,Platinum,True,2025-10-27 21:29:17.858044,47011.25
CUST-00422,Eve,Miller,user421@example.com,56,M,France,2024-01-24 21:29:17.844520,89,29242.97,Silver,False,2025-10-08 21:29:17.858048,24063.62
CUST-00423,Bob,Johnson,user422@example.com,61,Other,Germany,2023-11-04 21:29:17.844524,96,10153.92,Silver,False,2025-08-17 21:29:17.858052,86064.11
CUST-00424,Charlie,Johnson,user423@example.com,38,M,USA,2023-03-18 21:29:17.844528,26,35234.91,Bronze,True,2026-01-03 21:29:17.858056,7078.19
CUST-00425,John,Smith,user424@example.com,29,F,France,2022-02-28 21:29:17.844532,96,34359.45,Silver,True,2025-12-18 21:29:17.858060,26965.69
CUST-00426,Alice,Johnson,user425@example.com,28,M,Germany,2024-01-03 21:29:17.844536,37,35845.93,Bronze,False,2025-07-27 21:29:17.858064,6498.01
CUST-00427,John,Brown,user426@example.com,73,M,Germany,2022-11-23 21:29:17.844541,31,3638.55,Platinum,True,2025-10-26 21:29:17.858068,18008.48
CUST-00428,John,Smith,user427@example.com,61,M,Canada,2023-08-26 21:29:17.844545,78,499.12,Bronze,True,2025-12-12 21:29:17.858072,23096.72
CUST-00429,Bob,Johnson,user428@example.com,52,Other,Australia,2024-12-05 21:29:17.844549,91,40140.5,Bronze,True,2025-09-15 21:29:17.858076,88655.38
CUST-00430,Alice,Williams,user429@example.com,53,Other,UK,2024-12-24 21:29:17.844553,15,6593.91,Gold,False,2025-11-15 21:29:17.858080,3139.58
CUST-00431,Diana,Jones,user430@example.com,45,M,Australia,2023-11-23 21:29:17.844562,40,37381.68,Bronze,True,2025-10-31 21:29:17.858084,48825.39
CUST-00432,Diana,Miller,user431@example.com,28,Other,Canada,2023-10-29 21:29:17.844566,1,9006.61,Silver,False,2025-10-19 21:29:17.858088,29672.46
CUST-00433,Diana,Miller,user432@example.com,20,F,Germany,2023-12-07 21:29:17.844570,25,14086.67,Bronze,True,2025-09-27 21:29:17.858092,91154.71
CUST-00434,Charlie,Garcia,user433@example.com,38,M,USA,2021-12-04 21:29:17.844574,29,46001.93,Silver,True,2025-10-11 21:29:17.858096,1224.58
CUST-00435,Diana,Miller,user434@example.com,26,F,Canada,2021-01-26 21:29:17.844578,50,21342.97,Bronze,True,2025-10-10 21:29:17.858100,19898.93
CUST-00436,Frank,Garcia,user435@example.com,23,Other,France,2024-03-29 21:29:17.844582,72,28757.54,Gold,True,2025-08-31 21:29:17.858104,80096.52
CUST-00437,Diana,Smith,user436@example.com,46,F,Canada,2023-09-04 21:29:17.844586,80,5536.32,Bronze,True,2025-08-25 21:29:17.858108,53290.92
CUST-00438,Bob,Garcia,user437@example.com,34,F,Canada,2024-05-26 21:29:17.844591,81,14656.04,Silver,True,2025-11-16 21:29:17.858112,35298.14
CUST-00439,Eve,Miller,user438@example.com,38,Other,Canada,2023-06-11 21:29:17.844595,10,16888.8,Bronze,True,2025-12-03 21:29:17.858116,72060.59
CUST-00440,Charlie,Garcia,user439@example.com,67,Other,Germany,2023-05-09 21:29:17.844599,50,6503.6,Bronze,True,2026-01-07 21:29:17.858120,89750.56
CUST-00441,Alice,Garcia,user440@example.com,59,Other,Australia,2023-07-11 21:29:17.844603,90,21302.81,Silver,True,2025-07-30 21:29:17.858124,34374.82
CUST-00442,Bob,Miller,user441@example.com,62,Other,Germany,2023-10-10 21:29:17.844607,71,20870.47,Gold,True,2025-10-17 21:29:17.858128,37113.91
CUST-00443,Frank,Garcia,user442@example.com,25,Other,France,2023-07-12 21:29:17.844611,57,45891.56,Silver,True,2025-08-22 21:29:17.858132,70050.82
CUST-00444,Bob,Jones,user443@example.com,28,M,UK,2022-04-07 21:29:17.844615,51,44911.18,Silver,True,2025-11-10 21:29:17.858136,61438.16
CUST-00445,John,Williams,user444@example.com,38,F,UK,2023-08-12 21:29:17.844619,24,5138.86,Bronze,False,2025-08-18 21:29:17.858140,70127.49
CUST-00446,John,Williams,user445@example.com,35,F,USA,2025-10-12 21:29:17.844623,27,10356.83,Gold,False,2025-10-30 21:29:17.858144,63842.2
CUST-00447,Eve,Williams,user446@example.com,19,M,Germany,2024-03-01 21:29:17.844627,32,10913.49,Silver,True,2025-09-26 21:29:17.858148,13158.66
CUST-00448,Bob,Williams,user447@example.com,46,M,Canada,2022-09-28 21:29:17.844632,27,47195.88,Bronze,True,2025-09-20 21:29:17.858152,11271.67
CUST-00449,Bob,Jones,user448@example.com,39,F,France,2025-03-02 21:29:17.844636,31,16077.41,Gold,True,2025-07-30 21:29:17.858156,65385.74
CUST-00450,Bob,Brown,user449@example.com,23,Other,UK,2025-10-28 21:29:17.844640,72,24475.72,Silver,False,2025-07-21 21:29:17.858160,12746.76
CUST-00451,Bob,Williams,user450@example.com,23,Other,USA,2023-03-28 21:29:17.844644,12,23458.62,Bronze,False,2025-11-04 21:29:17.858164,8979.56
CUST-00452,Diana,Garcia,user451@example.com,20,F,France,2025-02-15 21:29:17.844648,80,4796.18,Bronze,True,2025-11-28 21:29:17.858168,32410.05
CUST-00453,Alice,Brown,user452@example.com,49,F,France,2025-09-18 21:29:17.844652,72,21966.05,Platinum,True,2025-07-27 21:29:17.858172,90800.53
CUST-00454,Charlie,Williams,user453@example.com,46,F,Australia,2023-03-19 21:29:17.844656,75,18217.87,Silver,False,2025-10-27 21:29:17.858176,72665.71
CUST-00455,Jane,Williams,user454@example.com,30,Other,Canada,2021-08-08 21:29:17.844661,42,26679.02,Bronze,True,2025-11-19 21:29:17.858180,32903.71
CUST-00456,Charlie,Johnson,user455@example.com,60,M,Germany,2023-06-10 21:29:17.844665,82,48849.89,Silver,True,2025-11-16 21:29:17.858184,33557.15
CUST-00457,Eve,Johnson,user456@example.com,72,M,UK,2025-01-31 21:29:17.844669,35,33012.63,Gold,True,2025-10-23 21:29:17.858188,19863.81
CUST-00458,Eve,Brown,user457@example.com,32,M,UK,2021-12-24 21:29:17.844673,42,46217.92,Gold,True,2025-12-05 21:29:17.858193,43591.51
CUST-00459,John,Miller,user458@example.com,46,M,USA,2023-11-22 21:29:17.844677,79,3299.4,Silver,True,2025-10-25 21:29:17.858197,68327.1
CUST-00460,Diana,Smith,user459@example.com,67,Other,UK,2025-12-24 21:29:17.844681,2,6195.56,Platinum,True,2025-09-28 21:29:17.858201,93472.22
CUST-00461,Diana,Brown,user460@example.com,59,F,USA,2025-02-12 21:29:17.844685,24,21439.59,Silver,True,2025-08-07 21:29:17.858205,13151.67
CUST-00462,Diana,Jones,user461@example.com,30,M,UK,2023-06-03 21:29:17.844690,37,6726.85,Gold,False,2025-09-30 21:29:17.858209,10842.82
CUST-00463,Charlie,Johnson,user462@example.com,64,M,Australia,2025-08-12 21:29:17.844694,63,15326.08,Bronze,False,2025-12-22 21:29:17.858213,18823.38
CUST-00464,Alice,Brown,user463@example.com,73,F,France,2021-11-17 21:29:17.844698,8,26515.19,Silver,True,2025-09-04 21:29:17.858217,57563.87
CUST-00465,Jane,Brown,user464@example.com,58,F,France,2021-12-12 21:29:17.844702,89,36888.23,Bronze,True,2026-01-13 21:29:17.858221,65710.68
CUST-00466,Alice,Brown,user465@example.com,40,Other,Canada,2022-06-20 21:29:17.844706,10,46110.18,Gold,False,2025-10-13 21:29:17.858225,3136.71
CUST-00467,Charlie,Brown,user466@example.com,23,Other,Germany,2025-12-17 21:29:17.844710,42,21674.9,Gold,True,2025-09-04 21:29:17.858229,98190.78
CUST-00468,Jane,Brown,user467@example.com,69,M,Canada,2025-10-09 21:29:17.844714,93,27375.19,Silver,True,2025-12-18 21:29:17.858233,79595.64
CUST-00469,Frank,Miller,user468@example.com,58,Other,Canada,2023-06-14 21:29:17.844718,2,36661.86,Gold,False,2025-07-23 21:29:17.858237,23423.52
CUST-00470,Eve,Johnson,user469@example.com,74,M,France,2021-01-28 21:29:17.844722,76,39372.71,Gold,True,2025-10-01 21:29:17.858241,62659.05
CUST-00471,John,Garcia,user470@example.com,54,Other,UK,2024-04-21 21:29:17.844727,42,23976.66,Platinum,True,2025-07-22 21:29:17.858245,60588.09
CUST-00472,Charlie,Williams,user471@example.com,54,M,Germany,2024-05-07 21:29:17.844731,49,21519.53,Bronze,True,2025-10-29 21:29:17.858249,64737.06
CUST-00473,Charlie,Miller,user472@example.com,47,Other,Germany,2021-01-24 21:29:17.844735,77,388.75,Silver,False,2025-09-09 21:29:17.858253,91487.72
CUST-00474,Charlie,Garcia,user473@example.com,59,M,Australia,2022-03-15 21:29:17.844739,76,44032.63,Gold,False,2025-08-02 21:29:17.858257,6816.09
CUST-00475,Jane,Smith,user474@example.com,73,Other,USA,2025-02-21 21:29:17.844743,7,1715.72,Platinum,False,2025-09-02 21:29:17.858261,74504.03
CUST-00476,Charlie,Jones,user475@example.com,40,F,Germany,2021-08-27 21:29:17.844747,40,38578.03,Gold,False,2025-08-29 21:29:17.858265,99020.24
CUST-00477,Frank,Smith,user476@example.com,67,F,France,2023-09-16 21:29:17.844768,87,21727.53,Silver,False,2025-10-19 21:29:17.858269,89446.72
CUST-00478,Frank,Garcia,user477@example.com,30,Other,Canada,2022-10-07 21:29:17.844779,7,42917.76,Silver,False,2025-09-11 21:29:17.858273,42399.48
CUST-00479,Alice,Jones,user478@example.com,41,M,France,2022-09-07 21:29:17.844784,56,49109.14,Bronze,False,2025-11-19 21:29:17.858277,63523.38
CUST-00480,Alice,Garcia,user479@example.com,51,Other,Australia,2022-03-02 21:29:17.844788,96,38781.95,Gold,True,2025-09-11 21:29:17.858281,30028.06
CUST-00481,Jane,Miller,user480@example.com,33,F,UK,2025-05-13 21:29:17.844792,25,6374.54,Bronze,True,2025-11-14 21:29:17.858285,69454.46
CUST-00482,Charlie,Brown,user481@example.com,28,F,Canada,2023-07-26 21:29:17.844797,96,28984.85,Gold,False,2025-10-27 21:29:17.858289,51346.03
CUST-00483,Eve,Johnson,user482@example.com,59,Other,Australia,2022-11-13 21:29:17.844801,9,30571.06,Silver,True,2025-10-25 21:29:17.858293,85369.04
CUST-00484,Diana,Jones,user483@example.com,66,Other,Canada,2021-06-05 21:29:17.844805,65,43201.85,Bronze,False,2025-08-10 21:29:17.858298,74921.3
CUST-00485,Charlie,Smith,user484@example.com,55,F,UK,2025-07-05 21:29:17.844809,91,37198.74,Platinum,True,2025-07-31 21:29:17.858302,2472.55
CUST-00486,Jane,Garcia,user485@example.com,45,Other,Germany,2025-03-19 21:29:17.844813,78,12009.05,Silver,False,2025-08-06 21:29:17.858306,97297.08
CUST-00487,Charlie,Smith,user486@example.com,55,Other,France,2021-06-05 21:29:17.844818,19,28431.07,Gold,True,2025-09-12 21:29:17.858310,39491.92
CUST-00488,John,Brown,user487@example.com,59,M,Canada,2024-06-16 21:29:17.844822,38,41593.2,Bronze,True,2025-07-27 21:29:17.858314,17953.04
CUST-00489,Diana,Garcia,user488@example.com,21,F,Germany,2021-06-12 21:29:17.844826,83,22388.12,Bronze,True,2025-11-16 21:29:17.858318,89531.52
CUST-00490,John,Smith,user489@example.com,32,Other,France,2024-07-15 21:29:17.844830,28,33799.26,Silver,True,2026-01-01 21:29:17.858322,64080.22
CUST-00491,John,Brown,user490@example.com,25,M,France,2025-11-14 21:29:17.844834,76,26076.19,Silver,False,2026-01-08 21:29:17.858326,69026.22
CUST-00492,Diana,Brown,user491@example.com,56,F,UK,2022-11-12 21:29:17.844838,13,45679.3,Bronze,False,2025-08-23 21:29:17.858330,15141.77
CUST-00493,Alice,Williams,user492@example.com,72,F,Australia,2025-01-27 21:29:17.844843,48,25891.63,Silver,True,2025-11-07 21:29:17.858334,77542.31
CUST-00494,Charlie,Brown,user493@example.com,32,Other,Germany,2025-11-07 21:29:17.844847,69,11812.25,Platinum,True,2025-08-14 21:29:17.858338,75777.69
CUST-00495,Charlie,Smith,user494@example.com,50,M,UK,2024-12-21 21:29:17.844851,51,8593.63,Bronze,True,2025-12-12 21:29:17.858342,97969.11
CUST-00496,John,Garcia,user495@example.com,55,F,Canada,2021-05-01 21:29:17.844855,96,41482.49,Silver,True,2025-09-28 21:29:17.858346,67757.79
CUST-00497,Charlie,Brown,user496@example.com,29,Other,UK,2024-12-07 21:29:17.844859,77,16928.17,Gold,True,2025-08-30 21:29:17.858350,10087.01
CUST-00498,Bob,Smith,user497@example.com,70,Other,Canada,2025-01-06 21:29:17.844863,6,11090.35,Bronze,True,2025-09-23 21:29:17.858354,38247.88
CUST-00499,Jane,Brown,user498@example.com,64,Other,Germany,2021-10-28 21:29:17.844868,81,11677.75,Bronze,True,2025-10-04 21:29:17.858358,9810.93
CUST-00500,Alice,Brown,user499@example.com,23,F,Germany,2025-12-20 21:29:17.844872,68,42068.46,Platinum,False,2025-09-26 21:29:17.858362,53963.96
CUST-00501,Alice,Garcia,user500@example.com,39,F,Canada,2024-12-18 21:29:17.844876,37,2632.94,Bronze,True,2025-09-20 21:29:17.858366,23363.14
CUST-00502,Eve,Johnson,user501@example.com,37,F,USA,2022-11-21 21:29:17.844880,3,1243.78,Bronze,True,2025-11-18 21:29:17.858370,6249.23
CUST-00503,John,Brown,user502@example.com,45,M,Canada,2024-01-16 21:29:17.844884,72,21857.26,Silver,True,2025-12-17 21:29:17.858374,50386.63
CUST-00504,Eve,Brown,user503@example.com,50,Other,Germany,2023-06-27 21:29:17.844889,74,3639.27,Silver,False,2025-08-01 21:29:17.858379,41012.17
CUST-00505,Diana,Brown,user504@example.com,56,F,Australia,2021-11-22 21:29:17.844893,49,24833.49,Silver,True,2025-12-13 21:29:17.858383,11992.26
CUST-00506,Jane,Miller,user505@example.com,39,Other,Canada,2023-04-12 21:29:17.844897,51,11086.33,Bronze,True,2025-10-19 21:29:17.858387,89747.14
CUST-00507,Bob,Williams,user506@example.com,32,F,Germany,2024-10-14 21:29:17.844901,12,22755.2,Platinum,True,2025-07-28 21:29:17.858391,40102.94
CUST-00508,Eve,Jones,user507@example.com,71,Other,UK,2025-03-28 21:29:17.844905,74,879.42,Bronze,True,2025-11-22 21:29:17.858395,67630.13
CUST-00509,Eve,Smith,user508@example.com,26,F,USA,2021-10-20 21:29:17.844909,15,22406.29,Silver,True,2025-09-21 21:29:17.858399,3191.39
CUST-00510,Alice,Williams,user509@example.com,52,Other,Australia,2023-06-12 21:29:17.844914,85,14121.72,Gold,False,2025-10-19 21:29:17.858403,11381.36
CUST-00511,Jane,Williams,user510@example.com,51,Other,Canada,2025-03-30 21:29:17.844918,89,47707.35,Silver,True,2025-07-20 21:29:17.858407,76300.4
CUST-00512,Diana,Garcia,user511@example.com,63,M,Canada,2022-04-10 21:29:17.844922,76,34916.2,Gold,True,2025-11-07 21:29:17.858411,25895.37
CUST-00513,Bob,Miller,user512@example.com,28,F,UK,2025-09-17 21:29:17.844926,93,1666.88,Silver,False,2026-01-08 21:29:17.858414,65237.0
CUST-00514,Eve,Garcia,user513@example.com,71,Other,France,2024-09-07 21:29:17.844931,95,28682.03,Platinum,True,2025-09-23 21:29:17.858418,85521.18
CUST-00515,Eve,Johnson,user514@example.com,47,M,UK,2024-09-02 21:29:17.844935,17,38981.03,Silver,False,2025-10-01 21:29:17.858422,85149.27
CUST-00516,Alice,Jones,user515@example.com,38,F,Germany,2021-01-19 21:29:17.844939,25,21397.48,Gold,False,2025-09-03 21:29:17.858426,70415.87
CUST-00517,Bob,Jones,user516@example.com,28,M,France,2021-06-05 21:29:17.844943,65,48966.26,Bronze,False,2025-08-02 21:29:17.858430,73309.0
CUST-00518,Frank,Miller,user517@example.com,58,M,Canada,2025-04-25 21:29:17.844947,61,37759.94,Gold,False,2025-10-01 21:29:17.858434,8016.52
CUST-00519,Jane,Miller,user518@example.com,31,F,UK,2024-06-05 21:29:17.844951,40,9751.16,Silver,False,2025-11-26 21:29:17.858438,76423.16
CUST-00520,Alice,Smith,user519@example.com,31,M,UK,2023-07-28 21:29:17.844956,40,29981.52,Gold,False,2025-10-21 21:29:17.858442,13794.81
CUST-00521,Charlie,Brown,user520@example.com,54,M,Germany,2021-04-27 21:29:17.844960,46,3730.99,Silver,True,2025-08-24 21:29:17.858446,71394.62
CUST-00522,Alice,Jones,user521@example.com,35,Other,Germany,2025-01-13 21:29:17.844965,99,3228.06,Bronze,True,2025-11-17 21:29:17.858451,59210.78
CUST-00523,Eve,Smith,user522@example.com,45,Other,France,2024-12-17 21:29:17.844969,52,38253.54,Bronze,False,2025-10-09 21:29:17.858455,10187.47
CUST-00524,Eve,Williams,user523@example.com,48,F,Australia,2022-06-04 21:29:17.844973,76,25534.58,Silver,True,2025-11-12 21:29:17.858459,48697.0
CUST-00525,John,Jones,user524@example.com,72,F,France,2024-08-04 21:29:17.844977,60,19738.45,Bronze,False,2025-09-27 21:29:17.858463,75123.86
CUST-00526,Charlie,Garcia,user525@example.com,57,Other,UK,2023-08-30 21:29:17.844981,90,42654.51,Platinum,True,2025-10-10 21:29:17.858467,39872.06
CUST-00527,Alice,Garcia,user526@example.com,29,M,USA,2025-06-13 21:29:17.844986,44,2258.89,Platinum,True,2025-08-24 21:29:17.858471,92495.35
CUST-00528,John,Smith,user527@example.com,73,F,UK,2025-05-04 21:29:17.844990,67,325.21,Platinum,True,2025-11-20 21:29:17.858475,65679.81
CUST-00529,Alice,Williams,user528@example.com,52,F,Canada,2023-09-26 21:29:17.844994,93,13820.06,Bronze,True,2025-10-24 21:29:17.858479,14756.94
CUST-00530,Diana,Williams,user529@example.com,54,F,Australia,2021-05-20 21:29:17.844998,72,10577.21,Silver,True,2025-10-02 21:29:17.858483,19084.46
CUST-00531,Frank,Garcia,user530@example.com,26,F,France,2025-05-17 21:29:17.845002,11,23013.72,Platinum,False,2025-11-14 21:29:17.858487,28728.44
CUST-00532,Charlie,Johnson,user531@example.com,30,Other,Germany,2023-09-17 21:29:17.845006,50,284.95,Bronze,True,2025-07-20 21:29:17.858491,85301.37
CUST-00533,Jane,Smith,user532@example.com,63,M,Germany,2022-01-24 21:29:17.845011,87,46194.95,Bronze,True,2025-10-03 21:29:17.858495,80477.21
CUST-00534,Jane,Smith,user533@example.com,54,M,Australia,2023-07-29 21:29:17.845015,96,41838.14,Silver,True,2025-11-11 21:29:17.858499,65241.15
CUST-00535,Alice,Miller,user534@example.com,39,Other,USA,2025-10-27 21:29:17.845019,55,8238.88,Silver,True,2025-08-21 21:29:17.858503,73376.8
CUST-00536,John,Miller,user535@example.com,73,Other,Germany,2023-12-16 21:29:17.845023,26,31034.72,Bronze,False,2025-12-18 21:29:17.858507,82527.82
CUST-00537,Frank,Johnson,user536@example.com,51,F,Germany,2025-11-29 21:29:17.845027,93,16030.13,Silver,False,2025-08-19 21:29:17.858511,71855.58
CUST-00538,Frank,Smith,user537@example.com,58,Other,USA,2024-08-14 21:29:17.845031,65,40876.88,Bronze,False,2025-12-18 21:29:17.858515,46991.5
CUST-00539,Frank,Garcia,user538@example.com,46,M,Australia,2025-10-28 21:29:17.845036,78,43817.1,Bronze,True,2026-01-13 21:29:17.858519,31924.63
CUST-00540,Diana,Miller,user539@example.com,74,M,USA,2025-08-08 21:29:17.845040,62,29980.53,Bronze,True,2025-09-14 21:29:17.858523,87474.45
CUST-00541,Frank,Smith,user540@example.com,69,Other,France,2023-04-08 21:29:17.845044,17,44753.59,Silver,True,2025-12-31 21:29:17.858527,59357.54
CUST-00542,Charlie,Williams,user541@example.com,56,Other,Canada,2023-05-26 21:29:17.845048,41,14842.0,Platinum,False,2025-08-30 21:29:17.858531,38972.37
CUST-00543,Alice,Jones,user542@example.com,24,M,UK,2024-08-24 21:29:17.845052,37,17708.96,Silver,True,2025-07-21 21:29:17.858535,39856.08
CUST-00544,Charlie,Johnson,user543@example.com,59,Other,UK,2021-08-14 21:29:17.845056,49,3383.34,Bronze,True,2025-12-17 21:29:17.858539,42954.9
CUST-00545,Alice,Miller,user544@example.com,29,Other,Australia,2024-12-02 21:29:17.845061,9,18662.6,Gold,True,2025-08-12 21:29:17.858543,26964.48
CUST-00546,Frank,Johnson,user545@example.com,40,Other,USA,2021-11-26 21:29:17.845065,20,41548.66,Bronze,False,2025-09-27 21:29:17.858546,23139.04
CUST-00547,Diana,Williams,user546@example.com,56,Other,UK,2024-08-14 21:29:17.845069,14,12472.95,Bronze,False,2025-10-25 21:29:17.858550,56431.11
CUST-00548,Frank,Jones,user547@example.com,32,Other,USA,2022-11-06 21:29:17.845073,99,37478.93,Bronze,True,2025-09-28 21:29:17.858558,3483.25
CUST-00549,Jane,Brown,user548@example.com,34,F,Australia,2023-05-29 21:29:17.845077,7,31661.02,Silver,False,2025-10-27 21:29:17.858562,5574.24
CUST-00550,Eve,Miller,user549@example.com,44,M,Germany,2022-11-15 21:29:17.845081,37,6796.62,Bronze,True,2025-09-11 21:29:17.858566,86706.83
CUST-00551,Bob,Brown,user550@example.com,34,F,France,2022-02-01 21:29:17.845086,47,23701.94,Bronze,True,2025-12-06 21:29:17.858570,22318.62
CUST-00552,Charlie,Smith,user551@example.com,63,M,France,2024-09-02 21:29:17.845090,48,7418.24,Platinum,False,2025-09-22 21:29:17.858574,3874.27
